layer,head,attr_score,attr_abs,rec_control_to_uncertain,rec_uncertain_to_control,n_pairs
17,20,-0.699986373634789,0.8560238118167434,0.20184992497610557,0.2968653658774145,80
13,11,-0.4834621737510872,0.7152505876638144,0.15660885731953383,0.15805018211714233,80
15,7,-0.48064046206764033,0.7351724663741152,0.14188241555808356,0.14710870726550546,80
21,9,-0.7277984950380472,0.7301762602611745,0.13562397952589947,0.27279412272198095,80
13,30,-0.4187542738612251,0.6375102569004752,0.13514683528353422,0.1814349588176693,80
31,26,-0.715229925327003,0.715229925327003,0.1253610573374786,0.17195367249960086,80
15,4,-0.21655137197330987,0.5295208719863694,0.10919181840758999,0.2127674168042189,80
31,24,-0.47345441337674854,0.48015216570347546,0.07834803489549506,0.11615807683858029,80
11,4,-0.17999432588049447,0.38317448889620775,0.07558232443355821,0.05094506147911595,80
12,22,-0.2990942665074215,0.5008662314282276,0.07480525285154402,0.08716427495350007,80
12,28,-0.23761832113600576,0.4187720721026835,0.06980617308361152,0.03591605595383464,80
16,4,-0.18293207957684102,0.37629635534765954,0.06693133813837364,0.17566286703526596,80
10,24,-0.12176772316895496,0.3806427546883924,0.06053316999880944,0.023181183404229623,80
7,1,-0.11329121816966675,0.4006250773298632,0.06048493050828977,0.05095803202588258,80
8,6,-0.26024373418661073,0.41326347048704976,0.045707784378200965,0.04896133969594656,80
10,27,-0.17590673546872038,0.4362467211393778,0.03966923761014755,0.03746280541171967,80
8,19,-0.08654283170363897,0.7372616070046092,0.03773869142278987,0.2543035452171548,80
14,2,-0.1492031259416194,0.39666380983111366,0.026761207464087933,0.049804480828056316,80
15,11,-0.040591120316690876,0.46172230168958206,0.02537202563984472,0.11193818287353785,80
8,16,-0.05457655822924608,0.4689668666188027,0.012100652075380119,-0.00649606409795527,80
1,26,-0.05071309724412459,0.4213136451402988,0.0118551272973949,0.0582551584616031,80
0,24,0.17925580039536726,0.4207901509267686,0.007824374508535025,0.05847824240664683,80
13,28,0.23597420785235954,0.45922058661280973,0.0002550161167149817,-0.0048813696837213955,80
15,10,0.10070587909622192,0.42148208217472527,-0.025113058307430512,-0.10235509772757352,80
5,19,0.12300513476607193,0.40358159074817196,-0.026557986760564766,-0.014827993415992672,80
12,12,0.05140244259459905,0.38123532802669613,-0.029968292393054246,0.0004455842133146537,80
13,0,0.20248225566356268,0.4439894008817646,-0.044934541901725356,-0.07999459715934176,80
0,2,-0.21503989803880472,0.6419541660212132,-0.04686245416633443,0.0710880801325536,80
31,25,0.505586137343198,0.5189257607795298,-0.05814338888689271,-0.11838192366810543,80
15,6,0.5841458367287715,0.857706500369909,-0.09948894422299479,-0.10163383607784238,80
